,Image.Name,Date,Altitude,Genotype,Rows,Plots,count_mean,Sowing_density,Intensity,Hue,Saturation,Lightness,a.,b.,u.,v.,GA,GGA,CSI,NGRDI,NGRDIveg,TGI,TGIveg
4,R-001_Plot-001,14/02/2022,30m,HONDIA,R1,101,58.33,70,0.295032,24.546186,0.123781204,32.41902,1.449572,11.525431,7.202895,11.770843,0.00441648,0.000803836,81.79916318,-0.0761,0.0117,76.6245,580.5689
15,R-001_Plot-001,14/02/2022,15m,HONDIA,R1,101,58.33,70,0.2774882,32.455986,0.11193365,30.69204,-0.56666315,10.769059,4.2064257,11.150319,0.060845422,0.011727864,80.72515044,-0.0492,0.0166,252.712,559.2196
17,R-001_Plot-001,14/02/2022,50m,HONDIA,R1,101,58.33,70,0.29663467,23.380432,0.124810696,32.554104,1.7561179,11.570207,7.630023,11.779731,0,0,0,-0.079,-0.079,41.1496,41.1496
24,R-001_Plot-002,14/02/2022,15m,MARCOPOLO,R1,102,126.33,140,0.26276103,34.01967,0.10459912,29.023561,-0.9159044,10.032512,3.3850813,10.279851,0.106660264,0.025531195,76.06306819,-0.0421,0.0178,253.1207,520.9908
26,R-001_Plot-002,14/02/2022,30m,MARCOPOLO,R1,102,126.33,140,0.27828187,27.390287,0.12084353,30.655596,0.5956282,11.025649,5.7657495,11.190881,0.02020678,0.002097366,89.62048468,-0.0662,0.0116,147.8009,637.1786
34,R-001_Plot-002,14/02/2022,50m,MARCOPOLO,R1,102,126.33,140,0.28266552,26.519632,0.12276739,31.125,0.859279,11.215605,6.213532,11.392554,0.001222222,0,100,-0.0682,0.0012,128.6756,527.8788
41,R-001_Plot-003,14/02/2022,15m,BOLOGNA,R1,103,373.33,560,0.24021912,50.45293,0.10703182,26.852684,-2.8770976,10.018167,0.9622495,10.243483,0.383737019,0.166957379,56.49171933,-0.0077,0.0409,479.563,733.5986
47,R-001_Plot-003,14/02/2022,30m,BOLOGNA,R1,103,373.33,560,0.25460342,40.705288,0.12368047,28.428257,-1.7496054,11.006164,2.733567,11.209386,0.211335015,0.052776007,75.02732479,-0.0311,0.0255,422.6802,767.5344
60,R-001_Plot-003,14/02/2022,50m,BOLOGNA,R1,103,373.33,560,0.25756297,39.86,0.12272787,28.731857,-1.6211962,11.022858,2.9096138,11.25367,0.14862963,0.002777778,98.13107401,-0.0339,0.0078,408.4459,694.5029
62,R-001_Plot-004,14/02/2022,15m,BOLOGNA,R1,104,73.67,70,0.2651004,33.220226,0.108505785,29.29606,-0.77025807,10.289273,3.6811125,10.533408,0.083738123,0.012848395,84.65645668,-0.0456,0.0144,249.2559,581.7187
76,R-001_Plot-004,14/02/2022,50m,BOLOGNA,R1,104,73.67,70,0.28863183,27.990501,0.1263563,31.871017,0.6846319,11.649479,6.2298207,11.937836,0.000666667,0,100,-0.066,0.0048,177.278,636.1111
79,R-001_Plot-004,14/02/2022,30m,BOLOGNA,R1,104,73.67,70,0.28665015,26.79948,0.12704015,31.606262,0.9319175,11.56747,6.4909587,11.779645,0.007668783,0.000406538,94.69879518,-0.0705,0.0085,143.1284,701.1913
82,R-001_Plot-005,14/02/2022,30m,MARCOPOLO,R1,105,360.67,560,0.24394798,37.64659,0.12025225,27.076326,-1.2252378,10.383813,3.0511389,10.347572,0.183376297,0.046428472,74.68131204,-0.0368,0.0242,339.3176,659.3273
84,R-001_Plot-005,14/02/2022,15m,MARCOPOLO,R1,105,360.67,560,0.22978151,46.437527,0.10344732,25.50511,-2.29386,9.395662,1.3617774,9.384601,0.346076851,0.143796045,58.44967835,-0.0134,0.0374,394.9182,621.2167
97,R-001_Plot-005,14/02/2022,50m,MARCOPOLO,R1,105,360.67,560,0.24802347,35.905575,0.121982515,27.50839,-0.9447826,10.536083,3.4683392,10.509068,0.100703704,0.005777778,94.26259654,-0.0425,0.0077,316.3889,594.4649
107,R-001_Plot-006,14/02/2022,30m,HONDIA,R1,106,234.67,280,0.26348653,31.745914,0.1273225,29.179678,-0.13421093,11.094646,4.7798476,11.148953,0.064907466,0.012094502,81.36654804,-0.0555,0.0199,256.1933,702.7584
110,R-001_Plot-006,14/02/2022,50m,HONDIA,R1,106,234.67,280,0.27388963,30.96806,0.12472993,30.317606,-0.063825086,11.263252,5.013133,11.469539,0.015666667,0.000296296,98.10874704,-0.0566,0.0043,241.8872,645.8983
111,R-001_Plot-006,14/02/2022,15m,HONDIA,R1,106,234.67,280,0.2477716,42.114334,0.11205298,27.58375,-1.9661314,10.2575445,2.1474972,10.433555,0.246329293,0.074186925,69.88302783,-0.0251,0.0274,395.3666,645.7041
122,R-001_Plot-007,14/02/2022,30m,HONDIA,R1,107,387.67,560,0.23402424,38.719193,0.13236636,26.041952,-1.3262035,10.681329,2.9890113,10.448088,0.159547634,0.02626789,83.53602038,-0.0379,0.0197,378.8738,677.0511
125,R-001_Plot-007,14/02/2022,15m,HONDIA,R1,107,387.67,560,0.23250781,48.198475,0.101474345,25.85245,-2.5361378,9.451754,1.1155492,9.526406,0.370780067,0.163886497,55.79953949,-0.0096,0.0396,413.5092,624.3124
138,R-001_Plot-007,14/02/2022,50m,HONDIA,R1,107,387.67,560,0.24645042,37.99374,0.1270808,27.432766,-1.2417741,10.819411,3.2190406,10.795517,0.118296296,0.002148148,98.18409518,-0.0393,0.0083,369.0444,658.516
143,R-001_Plot-008,14/02/2022,30m,BOLOGNA,R1,108,115,140,0.26122132,30.22847,0.13498062,28.913633,0.30487177,11.336262,5.3988614,11.251696,0.023569957,0.001238093,94.74715798,-0.0638,0.01,230.7008,690.6758
157,R-001_Plot-008,14/02/2022,50m,BOLOGNA,R1,108,115,140,0.27211222,28.621628,0.12425381,30.01964,0.41923174,11.062263,5.5129743,11.158723,0.003481481,0,100,-0.063,0.0057,180.6791,693.9894
159,R-001_Plot-008,14/02/2022,15m,BOLOGNA,R1,108,115,140,0.26323876,37.57631,0.11322439,29.249578,-1.3802142,10.636614,3.0744855,10.945096,0.151234977,0.034162416,77.41103473,-0.0364,0.0209,343.4395,645.8927
163,R-001_Plot-009,14/02/2022,30m,MARCOPOLO,R1,109,42,35,0.27395844,28.902832,0.13021368,30.273157,0.5101129,11.447036,5.80373,11.535668,0.008195434,0.000452735,94.47576099,-0.0658,0.0091,198.2279,648.3989
179,R-001_Plot-009,14/02/2022,15m,MARCOPOLO,R1,109,42,35,0.26979506,33.201244,0.11267328,29.86165,-0.6857125,10.633138,3.956037,10.921296,0.056315456,0.006850147,87.83611592,-0.0469,0.0119,263.0175,608.3879
180,R-001_Plot-009,14/02/2022,50m,MARCOPOLO,R1,109,42,35,0.28914714,25.34752,0.12456483,31.808577,1.1908467,11.428637,6.779553,11.635687,3.7037037037037e-05,0,100,-0.0724,0,99.4387,720
185,R-001_Plot-010,14/02/2022,15m,BOLOGNA,R1,110,226.67,280,0.25372368,43.559868,0.119781315,28.371876,-2.1444085,10.890046,2.2118456,11.158794,0.249352336,0.061586923,75.30124483,-0.0243,0.0256,457.577,745.1242
189,R-001_Plot-010,14/02/2022,30m,BOLOGNA,R1,110,226.67,280,0.25568774,33.07653,0.12772733,28.339594,-0.41866276,10.92904,4.308944,10.911003,0.056499524,0.004795299,91.51267375,-0.0519,0.0135,279.7662,701.2174
195,R-001_Plot-010,14/02/2022,50m,BOLOGNA,R1,110,226.67,280,0.2637011,33.945137,0.13044965,29.303799,-0.5014788,11.363402,4.443412,11.4724865,0.019851852,0,100,-0.0511,0.004,315.0744,679.375
201,R-001_Plot-011,14/02/2022,15m,MARCOPOLO,R1,111,81,70,0.27533224,34.644432,0.10948151,30.501905,-0.9859913,10.676322,3.6371822,11.104974,0.066909909,0.00751621,88.76667125,-0.0427,0.0117,290.2397,618.9073
204,R-001_Plot-011,14/02/2022,30m,MARCOPOLO,R1,111,81,70,0.27136692,27.930353,0.12730217,29.929495,0.61452234,11.169665,5.7943454,11.210953,0.007520951,0.000434256,94.22604423,-0.0674,0.0084,166.3193,668.3843
218,R-001_Plot-011,14/02/2022,50m,MARCOPOLO,R1,111,81,70,0.27824238,27.913258,0.12529457,30.69204,0.62590605,11.274766,5.9101596,11.422124,0.000407407,0,100,-0.0657,0.0014,167.3837,486.3636
223,R-001_Plot-012,14/02/2022,15m,HONDIA,R1,112,43,35,0.2738624,39.205334,0.09233886,30.332405,-1.8015937,9.882261,2.3003874,10.466089,0.152497185,0.027908414,81.69906251,-0.0284,0.0128,316.7853,525.8121
226,R-001_Plot-012,14/02/2022,30m,HONDIA,R1,112,43,35,0.2705112,29.52477,0.11484516,29.823874,0.03258814,10.585383,4.8221564,10.753618,0.01433046,0.001210374,91.55383623,-0.0573,0.0085,187.1177,577.2716
237,R-001_Plot-012,14/02/2022,50m,HONDIA,R1,112,43,35,0.27946305,28.002401,0.112143695,30.76476,0.2500511,10.644309,5.1799874,10.908413,0.001740741,0,100,-0.0587,0.0054,152.6267,460.6383
242,R-001_Plot-013,14/02/2022,15m,BOLOGNA,R1,113,39.33,35,0.2755302,40.235302,0.09685898,30.582537,-1.9105517,10.197462,2.3049848,10.816976,0.129407609,0.01463499,88.69078087,-0.0279,0.0105,350.8099,579.9194
246,R-001_Plot-013,14/02/2022,30m,BOLOGNA,R1,113,39.33,35,0.2851691,29.611374,0.115689754,31.486858,0.030346144,11.084442,5.1348286,11.462008,0.009304173,0.000757639,91.85700099,-0.0573,0.0098,200.8328,617.3643
251,R-001_Plot-013,14/02/2022,50m,BOLOGNA,R1,113,39.33,35,0.28817788,30.443855,0.118995965,31.877945,-0.05973096,11.387166,5.1725717,11.818951,0.004037037,0,100,-0.0558,0.0027,229.7693,518.7615
261,R-001_Plot-014,14/02/2022,30m,HONDIA,R1,114,114,140,0.26798284,31.780926,0.123797,29.672138,-0.22994158,11.0795765,4.6887393,11.228477,0.032587706,0.002725652,91.63595123,-0.0549,0.0119,254.1736,668.9292
277,R-001_Plot-014,14/02/2022,15m,HONDIA,R1,114,114,140,0.2619383,41.964256,0.10573083,29.156328,-2.0350614,10.36846,2.1696646,10.789583,0.175687959,0.030177077,82.82348013,-0.0264,0.0158,392.0079,610.177
278,R-001_Plot-014,14/02/2022,50m,HONDIA,R1,114,114,140,0.27055672,32.021854,0.12586755,29.982122,-0.19440797,11.277998,4.8338504,11.452577,0.006407407,0,100,-0.0545,0.0051,266.7033,686.5607
287,R-001_Plot-015,14/02/2022,30m,MARCOPOLO,R1,115,195.67,280,0.25345916,37.619755,0.11774176,28.161196,-1.3074386,10.545713,3.0725272,10.680602,0.118376436,0.014653842,87.62098033,-0.0379,0.0146,344.6858,650.6981
288,R-001_Plot-015,14/02/2022,15m,MARCOPOLO,R1,115,195.67,280,0.2514813,49.55562,0.10521734,28.12045,-2.8191352,10.230493,1.1445438,10.628193,0.341660963,0.089366541,73.84350261,-0.0116,0.0246,481.8273,676.319
293,R-001_Plot-015,14/02/2022,50m,MARCOPOLO,R1,115,195.67,280,0.2584735,34.84427,0.114359975,28.628458,-0.93231213,10.437342,3.507125,10.595172,0.039666667,3.7037037037037e-05,99.90662932,-0.0432,0.0017,288.5354,556.2979
302,R-002_Plot-016,14/02/2022,15m,HONDIA,R2,201,218.33,280,0.27012962,45.775703,0.08910596,30.01964,-2.487131,9.794321,1.4201556,10.4501915,0.28716522,0.069090253,75.94059152,-0.0156,0.0195,391.4573,587.8611
305,R-002_Plot-016,14/02/2022,30m,HONDIA,R2,201,218.33,280,0.26812005,36.312847,0.09983003,29.664524,-1.3217108,10.033631,2.9218137,10.438191,0.11149301,0.01212222,89.12737217,-0.0353,0.0119,286.9538,624.0075
311,R-002_Plot-016,14/02/2022,50m,HONDIA,R2,201,218.33,280,0.26687115,38.008938,0.10938114,29.64929,-1.4891907,10.563651,2.9311626,10.956157,0.051888889,3.7037037037037e-05,99.92862241,-0.0353,0.0019,344.2394,569.2862
321,R-002_Plot-017,14/02/2022,30m,BOLOGNA,R2,202,389.67,560,0.24223518,43.69193,0.11016446,26.964796,-2.1378999,10.052247,1.84199,10.17735,0.2479881,0.054697822,77.94336811,-0.0222,0.0212,403.7426,659.6546
334,R-002_Plot-017,14/02/2022,15m,BOLOGNA,R2,202,389.67,560,0.24815707,60.24067,0.10356498,27.92381,-3.763658,10.326116,0.06488952,10.831476,0.521994804,0.201009398,61.49206909,0.006,0.0367,592.3915,767.2336
336,R-002_Plot-017,14/02/2022,50m,BOLOGNA,R2,202,389.67,560,0.24752091,45.991947,0.107516885,27.608812,-2.4428535,10.146492,1.541765,10.412356,0.310925926,0.00962963,96.9029184,-0.0194,0.0083,435.8702,628.0572
351,R-002_Plot-018,14/02/2022,15m,MARCOPOLO,R2,203,105.33,140,0.27432188,41.094402,0.09416157,30.443089,-2.0193021,10.056493,2.109229,10.681695,0.181660448,0.030178917,83.38718336,-0.0253,0.0138,352.6122,585.6649
352,R-002_Plot-018,14/02/2022,50m,MARCOPOLO,R2,203,105.33,140,0.27486438,34.52462,0.10346538,30.398878,-1.0225207,10.330613,3.4449139,10.771992,0.036,0.000851852,97.63374486,-0.0402,0.0021,271.5519,517.0782
354,R-002_Plot-018,14/02/2022,30m,MARCOPOLO,R2,203,105.33,140,0.26910684,37.120914,0.104902685,29.838993,-1.3776076,10.351685,2.9906101,10.769244,0.086989864,0.007788896,91.04620287,-0.036,0.0102,317.1961,632.7393
362,R-002_Plot-019,14/02/2022,50m,BOLOGNA,R2,204,129,140,0.26573795,33.12082,0.10131347,29.319265,-0.8702794,9.92461,3.4117434,10.214676,0.011592593,0,100,-0.0424,0.0014,231.4539,508.949
363,R-002_Plot-019,14/02/2022,30m,BOLOGNA,R2,204,129,140,0.2603186,37.075825,0.10409939,28.826881,-1.3720989,10.05153,2.830364,10.341975,0.098724025,0.00881448,91.07159569,-0.0358,0.0105,303.7147,611.7136
365,R-002_Plot-019,14/02/2022,15m,BOLOGNA,R2,204,129,140,0.26428774,41.87524,0.099956274,29.373318,-2.049284,10.122908,2.062457,10.596646,0.212472309,0.037676728,82.26746452,-0.0254,0.0155,372.5716,604.3361
383,R-002_Plot-020,14/02/2022,15m,MARCOPOLO,R2,205,38.33,35,0.27631986,34.93627,0.110750854,30.633703,-1.0121706,10.785819,3.6563697,11.23098,0.058760755,0.006349679,89.19401303,-0.043,0.0105,300.5887,583.7025
386,R-002_Plot-020,14/02/2022,30m,MARCOPOLO,R2,205,38.33,35,0.27659556,30.911358,0.11364138,30.545921,-0.2530401,10.752211,4.5816927,11.061424,0.016501742,0.001145698,93.05711086,-0.0535,0.0079,221.2748,614.8631
397,R-002_Plot-020,14/02/2022,50m,MARCOPOLO,R2,205,38.33,35,0.28085646,28.93908,0.12086159,31.003138,0.30931303,11.171809,5.4908347,11.426217,0.00062963,0,100,-0.0608,0.0027,189.552,587.6471
410,R-002_Plot-021,14/02/2022,50m,HONDIA,R2,206,74.33,70,0.27919078,28.392612,0.12499368,30.815527,0.52947426,11.301391,5.808825,11.481595,0.000296296,0,100,-0.064,8e-04,180.3954,634.375
416,R-002_Plot-021,14/02/2022,30m,HONDIA,R2,206,74.33,70,0.2723525,26.879072,0.115190685,29.944544,0.4851485,10.550925,5.378552,10.664664,0.00551598,0.000286424,94.80737018,-0.0644,0.0063,125.2809,573.6816
419,R-002_Plot-021,14/02/2022,15m,HONDIA,R2,206,74.33,70,0.2705393,35.44342,0.11830896,30.042122,-0.9407244,11.031278,3.8130043,11.358312,0.07514186,0.009948628,86.76020471,-0.0441,0.0129,325.0746,610.2135
423,R-002_Plot-022,14/02/2022,15m,HONDIA,R2,207,29,35,0.2756882,34.733242,0.12002307,30.619095,-0.8221262,11.251031,4.081555,11.630453,0.04471271,0.005107711,88.57660179,-0.0466,0.0126,320.553,626.7909
426,R-002_Plot-022,14/02/2022,30m,HONDIA,R2,207,29,35,0.27696756,29.157728,0.12558526,30.597168,0.3775382,11.3155575,5.6072993,11.487033,0.01082869,0.000720681,93.3447099,-0.0629,0.0106,199.9566,642.5128
437,R-002_Plot-022,14/02/2022,50m,HONDIA,R2,207,29,35,0.28403756,27.479954,0.124108076,31.324352,0.7004591,11.377279,6.0948386,11.599552,0.000148148,0,100,-0.0663,0,157.4,540
448,R-002_Plot-023,14/02/2022,30m,MARCOPOLO,R2,208,361.33,560,0.22403367,41.365295,0.11583823,24.821041,-1.742221,9.660449,2.0652897,9.41939,0.255241105,0.076373682,70.07782805,-0.0271,0.0268,358.3589,627.9912
451,R-002_Plot-023,14/02/2022,15m,MARCOPOLO,R2,208,361.33,560,0.22510509,51.244423,0.108647406,25.104925,-2.7984242,9.624724,0.86138994,9.59579,0.415958285,0.1764405,57.58216482,-0.0055,0.039,465.5735,645.7977
460,R-002_Plot-023,14/02/2022,50m,MARCOPOLO,R2,208,361.33,560,0.22851466,42.928165,0.12612301,25.458973,-1.8507214,10.322058,2.215497,10.116507,0.220185185,0.006962963,96.83767872,-0.0283,0.0089,423.7409,630.2136
473,R-002_Plot-024,14/02/2022,30m,BOLOGNA,R2,209,77.67,70,0.2681546,27.04008,0.12549537,29.52705,0.7565374,10.936235,5.844379,10.91213,0.011632527,0.001616912,86.10007943,-0.0695,0.0152,138.6596,587.434
474,R-002_Plot-024,14/02/2022,50m,BOLOGNA,R2,209,77.67,70,0.27449012,30.609516,0.13559717,30.435726,0.2536005,11.832057,5.6511045,11.956178,0.000814815,0,100,-0.063,3e-04,253.878,563.4091
478,R-002_Plot-024,14/02/2022,15m,BOLOGNA,R2,209,77.67,70,0.26747242,32.364227,0.11945164,29.603527,-0.395707,10.872528,4.395615,11.055476,0.067393816,0.010106864,85.00327618,-0.052,0.0168,257.9025,630.1332
482,R-002_Plot-025,14/02/2022,30m,BOLOGNA,R2,210,34.33,35,0.27708313,25.934898,0.12569445,30.487215,1.0710441,11.160166,6.408007,11.210702,0.00807532,0.001154937,85.6979405,-0.0721,0.0137,112.7972,626.3943
487,R-002_Plot-025,14/02/2022,15m,BOLOGNA,R2,210,34.33,35,0.27502692,32.26414,0.11689365,30.435726,-0.41347677,10.934878,4.4503007,11.241812,0.045859001,0.007403973,83.85491895,-0.0509,0.0148,257.2552,546.4969
493,R-002_Plot-025,14/02/2022,50m,BOLOGNA,R2,210,34.33,35,0.28329802,27.333626,0.13463002,31.288877,1.035313,11.881864,6.7288094,12.005094,0.000148148,0,100,-0.0719,0,165.9411,480
501,R-002_Plot-026,14/02/2022,30m,HONDIA,R2,211,375.67,560,0.24394219,36.692867,0.1161018,27.024923,-1.1532936,10.155913,3.045357,10.125265,0.16550711,0.041605455,74.86183219,-0.0378,0.0225,310.5275,627.4308
515,R-002_Plot-026,14/02/2022,15m,HONDIA,R2,211,375.67,560,0.25309962,49.058964,0.097846925,28.226234,-2.7333012,9.872886,1.1099184,10.304082,0.359900422,0.139424315,61.26030787,-0.0089,0.0343,444.816,648.0115
518,R-002_Plot-026,14/02/2022,50m,HONDIA,R2,211,375.67,560,0.24781935,35.984108,0.12373209,27.5,-0.94514984,10.619639,3.49999,10.582169,0.074962963,0.000592593,99.20948617,-0.0433,0.0056,322.223,624.0316
529,R-002_Plot-027,14/02/2022,15m,MARCOPOLO,R2,212,205.33,280,0.2696622,42.44949,0.09531599,29.959581,-2.1619961,10.028892,1.9078946,10.610985,0.236654817,0.065009237,72.52993314,-0.0217,0.0239,370.9392,629.9754
533,R-002_Plot-027,14/02/2022,50m,MARCOPOLO,R2,212,205.33,280,0.25313398,31.346794,0.11960471,27.932037,-0.24855375,10.359332,4.2621484,10.306785,0.019592593,3.7037037037037e-05,99.81096408,-0.0537,0.0015,222.6046,547.0983
536,R-002_Plot-027,14/02/2022,30m,MARCOPOLO,R2,212,205.33,280,0.24963957,34.354885,0.121055186,27.642185,-0.7214371,10.474475,3.7197716,10.440064,0.08632462,0.012519518,85.49716365,-0.0468,0.0153,285.1282,633.1302
545,R-002_Plot-028,14/02/2022,15m,BOLOGNA,R2,213,230.33,280,0.27597785,39.559074,0.09948909,30.641003,-1.8095427,10.347959,2.4927666,10.951074,0.177973181,0.045270216,74.56346212,-0.0288,0.0219,349.8199,655.4814
549,R-002_Plot-028,14/02/2022,50m,BOLOGNA,R2,213,230.33,280,0.25737378,32.05634,0.12064004,28.452377,-0.34698567,10.596915,4.271351,10.618258,0.018666667,0,100,-0.0525,0.0028,243.9257,630.6151
552,R-002_Plot-028,14/02/2022,30m,BOLOGNA,R2,213,230.33,280,0.25565544,34.261032,0.1245743,28.347668,-0.66349113,10.810525,3.965138,10.845491,0.073463241,0.010117249,86.2281474,-0.0487,0.0162,298.4826,692.5661
561,R-002_Plot-029,14/02/2022,15m,HONDIA,R2,214,110.67,140,0.27781597,34.33793,0.09773773,30.69204,-1.1047992,10.105987,3.2643533,10.614058,0.091719841,0.018123542,80.24032578,-0.0393,0.016,255.882,542.0255
568,R-002_Plot-029,14/02/2022,30m,HONDIA,R2,214,110.67,140,0.2605557,30.378796,0.12143743,28.763577,-0.034161907,10.651911,4.6959853,10.665705,0.034047546,0.003899068,88.54816825,-0.0584,0.0124,210.5051,642.1012
576,R-002_Plot-029,14/02/2022,50m,HONDIA,R2,214,110.67,140,0.26242632,28.254091,0.11541927,28.866356,0.27161476,10.336307,4.949994,10.343814,0.004481481,0,100,-0.0599,0.0021,153.3656,519.9587
582,R-002_Plot-030,14/02/2022,30m,MARCOPOLO,R2,215,62.33,70,0.26990864,28.950014,0.12910724,29.81631,0.45540887,11.274871,5.6300173,11.315933,0.013572821,0.00128429,90.5377808,-0.0662,0.012,194.879,652.6231
586,R-002_Plot-030,14/02/2022,15m,MARCOPOLO,R2,215,62.33,70,0.28063115,33.907078,0.10450542,31.039045,-0.9322178,10.524098,3.668494,11.0298395,0.067047905,0.01188242,82.27771679,-0.0433,0.0137,267.8615,538.6181
600,R-002_Plot-030,14/02/2022,50m,MARCOPOLO,R2,215,62.33,70,0.27188364,28.674393,0.12830192,30.01964,0.5157268,11.272363,5.719817,11.33532,0.001740741,0,100,-0.0651,8e-04,187.8067,567.9787
601,R-003_Plot-031,14/02/2022,30m,MARCOPOLO,R3,301,340.67,560,0.23867774,42.282627,0.10477352,26.468803,-1.9561133,9.616738,1.8688577,9.681519,0.253642672,0.072603967,71.37549177,-0.0237,0.024,358.518,603.0889
603,R-003_Plot-031,14/02/2022,15m,MARCOPOLO,R3,301,340.67,560,0.23842259,56.929695,0.09955323,26.687763,-3.4053397,9.733822,0.23980221,10.043653,0.486579379,0.196904462,59.53292091,0.0024,0.0365,513.7441,673.9016
619,R-003_Plot-031,14/02/2022,50m,MARCOPOLO,R3,301,340.67,560,0.23488177,39.62352,0.1077258,25.987984,-1.6058605,9.561503,2.2354953,9.5027685,0.174703704,0.01,94.2760229,-0.031,0.0074,323.3578,533.4747
625,R-003_Plot-032,14/02/2022,30m,BOLOGNA,R3,302,63.67,70,0.27473283,28.977047,0.11053139,30.250898,0.031989302,10.446322,4.791557,10.686175,0.020733431,0.002282156,88.99286988,-0.0571,0.0105,170.4404,607.1813
628,R-003_Plot-032,14/02/2022,15m,BOLOGNA,R3,302,63.67,70,0.27995253,35.26299,0.10249913,30.988758,-1.1534646,10.45374,3.3618486,10.992663,0.083123579,0.014152922,82.97363703,-0.0393,0.0147,288.0358,578.7115
633,R-003_Plot-032,14/02/2022,50m,BOLOGNA,R3,302,63.67,70,0.27187553,28.760368,0.116592884,29.967098,0.16182141,10.693535,5.0367074,10.853466,0.000555556,0,100,-0.0595,0,172.7285,544
648,R-003_Plot-033,14/02/2022,15m,HONDIA,R3,303,38.33,35,0.28360927,31.121685,0.105176926,31.295977,-0.45997894,10.528703,4.27381,10.991863,0.03914501,0.005633938,85.60752056,-0.0496,0.0128,214.5051,516.7805
649,R-003_Plot-033,14/02/2022,50m,HONDIA,R3,303,38.33,35,0.27424994,28.416842,0.11833465,30.22119,0.31984204,10.821392,5.303955,10.983194,0,0,0,-0.0613,-0.0613,168.363,168.363
652,R-003_Plot-033,14/02/2022,30m,HONDIA,R3,303,38.33,35,0.27672184,29.721754,0.11304146,30.516586,-0.031634986,10.684791,4.82819,10.957541,0.017989301,0.001515278,91.5767848,-0.0565,0.0096,192.985,640.3298
665,R-003_Plot-034,14/02/2022,50m,HONDIA,R3,304,126.33,140,0.26315203,27.810827,0.105621696,28.882126,0.10187334,9.842133,4.5404434,9.919194,0.005740741,0,100,-0.0562,0.0032,131.2491,536.5806
668,R-003_Plot-034,14/02/2022,30m,HONDIA,R3,304,126.33,140,0.26239726,32.787395,0.1100561,28.984364,-0.6447482,10.269089,3.808906,10.448467,0.055723406,0.008250871,85.19316863,-0.0472,0.0148,241.617,630.8726
671,R-003_Plot-034,14/02/2022,15m,HONDIA,R3,304,126.33,140,0.2724193,34.840828,0.10550922,30.146746,-1.001342,10.385582,3.481123,10.784121,0.099659241,0.019856778,80.07532679,-0.0409,0.0184,280.5024,615.0272
681,R-003_Plot-035,14/02/2022,15m,MARCOPOLO,R3,305,55,70,0.27382597,30.684406,0.104566395,30.176552,-0.4181459,10.216605,4.1331987,10.534651,0.043851611,0.005766414,86.85016574,-0.0506,0.0125,196.8625,539.5414
683,R-003_Plot-035,14/02/2022,30m,MARCOPOLO,R3,305,55,70,0.2719844,28.271444,0.11819577,29.967098,0.32337913,10.745514,5.259193,10.874829,0.012944535,0.001533757,88.15132049,-0.0628,0.0098,163.2023,586.4814
700,R-003_Plot-035,14/02/2022,50m,MARCOPOLO,R3,305,55,70,0.26929107,28.339884,0.111860394,29.634047,0.16418912,10.362555,4.880747,10.498031,0.000740741,0,100,-0.0582,0.0012,154.5028,536.25
708,R-003_Plot-036,14/02/2022,30m,BOLOGNA,R3,306,231,280,0.24730621,31.90386,0.12343562,27.306139,-0.2558051,10.403419,4.229314,10.248379,0.049015532,0.005386627,89.01036758,-0.054,0.0139,236.5326,623.2576
717,R-003_Plot-036,14/02/2022,15m,BOLOGNA,R3,306,231,280,0.2535989,42.080753,0.11378509,28.266787,-1.9406451,10.520367,2.3078885,10.775473,0.224420967,0.056138821,74.98503743,-0.0262,0.0246,410.3664,683.1603
719,R-003_Plot-036,14/02/2022,50m,BOLOGNA,R3,306,231,280,0.25166526,34.842617,0.121715486,27.890863,-0.78486,10.575126,3.6979427,10.5802355,0.026777778,0.000444444,98.34024896,-0.0461,0.0034,298.9713,589.4675
726,R-003_Plot-037,14/02/2022,15m,HONDIA,R3,307,224.67,280,0.257103,37.86923,0.1089527,28.516567,-1.4265536,10.226032,2.8201525,10.464515,0.163299552,0.043595858,73.30313683,-0.0335,0.0245,327.9063,592.0484
727,R-003_Plot-037,14/02/2022,30m,HONDIA,R3,307,224.67,280,0.24807763,32.312706,0.12063944,27.39907,-0.4005686,10.328035,4.0320506,10.219163,0.05658268,0.006670917,88.21032005,-0.0521,0.0135,240.5012,594.7567
728,R-003_Plot-037,14/02/2022,50m,HONDIA,R3,307,224.67,280,0.252536,34.212475,0.12927759,28.022348,-0.6022773,10.955812,4.0760627,10.912626,0.012444444,0,100,-0.051,0.0014,304.9072,633.869
741,R-003_Plot-038,14/02/2022,30m,MARCOPOLO,R3,308,104.67,140,0.25652167,33.12391,0.1211431,28.396057,-0.5572001,10.630669,4.025753,10.673921,0.055048923,0.006282858,88.58677409,-0.0504,0.0128,267.2233,631.9431
742,R-003_Plot-038,14/02/2022,15m,MARCOPOLO,R3,308,104.67,140,0.26607656,34.72889,0.11144215,29.473362,-0.9645787,10.52424,3.5480487,10.808201,0.089613095,0.015486888,82.71805191,-0.0431,0.016,287.1721,588.8324
753,R-003_Plot-038,14/02/2022,50m,MARCOPOLO,R3,308,104.67,140,0.26025125,30.831772,0.12186861,28.747723,-0.10259476,10.679786,4.6223497,10.699677,0.003703704,0,100,-0.0563,0.0039,221.4483,603.3
