,Image.Name,Date,Altitude,Genotype,Rows,Plots,count_mean,Sowing_density,Intensity,Hue,Saturation,Lightness,a.,b.,u.,v.,GA,GGA,CSI,NGRDI,NGRDIveg,TGI,TGIveg
206,R-001_Plot-011,09/03/2022,15m,MARCOPOLO,R1,111,81,70,0.29956147,56.883575,0.09835732,33.69883,-3.9517243,11.491947,0.38402754,12.834893,0.436361529,0.18748206,57.03515363,0.0034,0.0441,637.1369,941.2129
207,R-001_Plot-011,09/03/2022,50m,MARCOPOLO,R1,111,81,70,0.29606196,40.385696,0.11483228,33.060677,-1.8935919,11.838892,3.0984576,12.730609,0.16562963,0.019666667,88.12611807,-0.0297,0.0168,449.9315,829.7853
211,R-001_Plot-011,09/03/2022,30m,MARCOPOLO,R1,111,81,70,0.2986237,38.843166,0.11224532,33.277412,-1.6474792,11.693472,3.3600953,12.582129,0.160591697,0.038639576,75.939244,-0.0312,0.0297,412.5082,916.5687
222,R-001_Plot-012,09/03/2022,50m,HONDIA,R1,112,43,35,0.30721438,38.720795,0.10374904,34.157436,-1.7553146,11.43496,3.1519907,12.475163,0.114703704,0.005333333,95.35033904,-0.0308,0.0107,389.8669,742.9246
229,R-001_Plot-012,09/03/2022,15m,HONDIA,R1,112,43,35,0.31012928,55.454002,0.095103264,34.811573,-3.858325,11.55049,0.5446747,13.033093,0.40784041,0.134314765,67.06683269,-4.00E-04,0.0343,619.1466,910.2798
238,R-001_Plot-012,09/03/2022,30m,HONDIA,R1,112,43,35,0.30718678,38.744663,0.099493206,34.113216,-1.7584519,11.171328,3.0346713,12.212499,0.152266911,0.033021962,78.3131068,-0.0288,0.0252,374.2874,849.0664
248,R-001_Plot-013,09/03/2022,15m,BOLOGNA,R1,113,39.33,35,0.326125,50.65605,0.09319973,36.46101,-3.4595804,11.71808,1.1565671,13.354232,0.326104156,0.10600892,67.49231247,-0.007,0.0337,569.937,918.4267
249,R-001_Plot-013,09/03/2022,50m,BOLOGNA,R1,113,39.33,35,0.31831586,37.49294,0.102056146,35.335068,-1.595703,11.604373,3.4779258,12.773267,0.107962963,0.015111111,86.00343053,-0.0321,0.0187,372.6337,830.9022
253,R-001_Plot-013,09/03/2022,30m,BOLOGNA,R1,113,39.33,35,0.3216602,35.90353,0.09729016,35.610744,-1.4222528,11.330211,3.595959,12.508357,0.113211557,0.026489638,76.60164858,-0.0334,0.0251,327.2211,866.608
265,R-001_Plot-014,09/03/2022,50m,HONDIA,R1,114,114,140,0.28354993,51.5575,0.10072231,31.801628,-3.2870016,11.015338,0.97948164,11.992275,0.428592593,0.089740741,79.06152783,-0.0065,0.0242,547.9739,777.1664
269,R-001_Plot-014,09/03/2022,30m,HONDIA,R1,114,114,140,0.28304532,51.285107,0.095923245,31.683205,-3.210516,10.715508,0.94995844,11.676831,0.384002735,0.152156037,60.37631433,-0.0038,0.0409,517.3818,854.2856
271,R-001_Plot-014,09/03/2022,15m,HONDIA,R1,114,114,140,0.29840183,65.21014,0.09851515,33.743786,-4.780155,11.717587,-0.55814105,13.197336,0.538392469,0.253689107,52.88026465,0.018,0.055,741.0108,1013.6807
281,R-001_Plot-015,09/03/2022,15m,MARCOPOLO,R1,115,195.67,280,0.23502545,99.674324,0.10797161,27.55029,-8.696316,11.642702,-5.106747,12.696768,0.883035997,0.690170232,21.84121203,0.112,0.1286,1205.6196,1301.238
295,R-001_Plot-015,09/03/2022,30m,MARCOPOLO,R1,115,195.67,280,0.22500718,92.00073,0.09731531,25.834312,-6.6561494,10.216989,-3.2502754,10.815488,0.835250529,0.609677449,27.00663717,0.0725,0.0898,898.472,1002.343
300,R-001_Plot-015,09/03/2022,50m,MARCOPOLO,R1,115,195.67,280,0.22232206,92.16628,0.101110995,25.578718,-6.743094,10.333324,-3.2968976,10.883275,0.917518519,0.627555556,31.60295483,0.0671,0.0751,925.2485,971.7614
313,R-002_Plot-016,09/03/2022,30m,HONDIA,R2,201,218.33,280,0.27048233,68.627625,0.0967837,30.597168,-4.711687,10.840566,-0.84042007,11.876683,0.607339856,0.301105968,50.42216238,0.022,0.051,701.6308,918.1773
317,R-002_Plot-016,09/03/2022,15m,HONDIA,R2,201,218.33,280,0.2720716,78.20572,0.10483307,31.139296,-6.0291023,11.707941,-2.09078,12.985715,0.674193916,0.400883546,40.53883669,0.0478,0.0823,908.2355,1134.0133
319,R-002_Plot-016,09/03/2022,50m,HONDIA,R2,201,218.33,280,0.26724616,70.2362,0.10113573,30.317606,-4.9384027,11.056329,-1.0297445,12.071049,0.740925926,0.261666667,64.68382904,0.0205,0.0359,745.63,860.6928
324,R-002_Plot-017,09/03/2022,30m,BOLOGNA,R2,202,389.67,560,0.20832412,96.37495,0.119517565,24.34869,-7.8763633,11.11492,-4.2136765,11.470554,0.853073519,0.661344716,22.47506201,0.1124,0.1342,1109.9501,1229.9772
326,R-002_Plot-017,09/03/2022,15m,BOLOGNA,R2,202,389.67,560,0.22476692,96.908936,0.121174276,26.451189,-8.601289,11.924183,-4.8490305,12.705672,0.827197088,0.629720401,23.87299116,0.1255,0.1558,1226.6484,1376.4329
328,R-002_Plot-017,09/03/2022,50m,BOLOGNA,R2,202,389.67,560,0.20579308,97.70441,0.11987585,24.093498,-8.031159,11.106859,-4.367827,11.431359,0.940703704,0.740666667,21.26461672,0.1026,0.1105,1128.1891,1170.8351
342,R-002_Plot-018,09/03/2022,15m,MARCOPOLO,R2,203,105.33,140,0.28092983,71.62414,0.10103381,31.933296,-5.287472,11.530842,-1.2652333,12.827172,0.628244758,0.319066334,49.21305272,0.0291,0.0593,802.7789,1010.4586
344,R-002_Plot-018,09/03/2022,30m,MARCOPOLO,R2,203,105.33,140,0.28023064,57.31175,0.10001224,31.536098,-3.8267112,11.039655,0.32093728,12.064126,0.467472351,0.167816984,64.10119577,0.0031,0.0359,611.2724,863.7101
353,R-002_Plot-018,09/03/2022,50m,MARCOPOLO,R2,203,105.33,140,0.2778277,58.05465,0.10106504,31.288877,-3.8998008,11.053006,0.23297156,12.051498,0.572962963,0.097925926,82.90885585,0.0015,0.0208,621.398,763.3374
375,R-002_Plot-019,09/03/2022,50m,BOLOGNA,R2,204,129,140,0.268979,66.090256,0.1181851,30.66289,-4.8628497,12.031962,-0.5644356,13.018556,0.692148148,0.17262963,75.0588613,0.014,0.0298,814.0789,937.5217
377,R-002_Plot-019,09/03/2022,30m,BOLOGNA,R2,204,129,140,0.27191198,65.663284,0.11470038,30.94557,-4.8023095,11.899176,-0.5391265,12.934085,0.586015097,0.236891464,59.57587702,0.0169,0.0454,792.5893,1028.1767
379,R-002_Plot-019,09/03/2022,15m,BOLOGNA,R2,204,129,140,0.27438033,75.44204,0.11004323,31.416342,-5.9233584,12.034593,-1.8413986,13.319315,0.679055073,0.380780214,43.92498801,0.0375,0.0659,914.6827,1130.8159
384,R-002_Plot-020,09/03/2022,30m,MARCOPOLO,R2,205,38.33,35,0.31738782,40.11618,0.10996586,35.389236,-1.9610212,12.168484,3.247739,13.39692,0.138241354,0.022470457,83.74548857,-0.0296,0.0217,456.3147,914.8299
385,R-002_Plot-020,09/03/2022,50m,MARCOPOLO,R2,205,38.33,35,0.31632328,39.92734,0.11267012,35.292854,-1.9155439,12.295964,3.3563561,13.499741,0.098407407,0.003592593,96.34926609,-0.031,0.0114,461.9541,830.0734
388,R-002_Plot-020,09/03/2022,15m,MARCOPOLO,R2,205,38.33,35,0.30907613,50.678986,0.10142422,34.663544,-3.3851922,11.776642,1.2349082,13.1544075,0.334358187,0.098413592,70.56641775,-0.0083,0.0301,588.1574,897.0666
407,R-002_Plot-021,09/03/2022,30m,HONDIA,R2,206,74.33,70,0.31270674,41.43282,0.112900734,34.9404,-2.1574934,12.253979,3.0119884,13.4498825,0.165913648,0.025944508,84.36264409,-0.0271,0.022,488.897,927.7696
411,R-002_Plot-021,09/03/2022,15m,HONDIA,R2,206,74.33,70,0.30147406,52.01738,0.10337216,33.86541,-3.4971266,11.720074,1.0511934,13.004038,0.356246274,0.121928198,65.77418305,-0.0046,0.0389,604.7835,943.0727
415,R-002_Plot-021,09/03/2022,50m,HONDIA,R2,206,74.33,70,0.31160107,41.7212,0.11470002,34.842308,-2.1659517,12.342203,3.03402,13.522545,0.120074074,0.005814815,95.1573103,-0.0279,0.0125,500.8931,849.1795
433,R-002_Plot-022,09/03/2022,30m,HONDIA,R2,207,29,35,0.32444823,35.815174,0.1133247,36.054005,-1.1934838,12.392499,4.3719096,13.576359,0.083682124,0.010625422,87.30263884,-0.0396,0.0204,382.3453,929.7905
435,R-002_Plot-022,09/03/2022,15m,HONDIA,R2,207,29,35,0.30514702,40.061676,0.10093492,33.935555,-1.9387006,11.255265,2.8335109,12.300831,0.189750723,0.064698284,65.90353735,-0.0258,0.0368,401.6863,886.9723
438,R-002_Plot-022,09/03/2022,50m,HONDIA,R2,207,29,35,0.32340094,36.354427,0.11347103,35.960075,-1.3003775,12.394096,4.2281938,13.583426,0.048740741,0.002777778,94.30091185,-0.0387,0.0122,394.3931,862.3746
443,R-002_Plot-023,09/03/2022,30m,MARCOPOLO,R2,208,361.33,560,0.17950924,106.40735,0.12827897,21.306414,-9.222912,10.970292,-5.4321976,10.843808,0.960898449,0.831767239,13.43859076,0.1501,0.1553,1250.5294,1283.6885
444,R-002_Plot-023,09/03/2022,15m,MARCOPOLO,R2,208,361.33,560,0.18027209,111.887085,0.102722645,21.122974,-8.765003,9.865185,-5.2851257,9.86846,0.938795787,0.821399395,12.50499777,0.1558,0.1663,1126.4432,1171.0834
447,R-002_Plot-023,09/03/2022,50m,MARCOPOLO,R2,208,361.33,560,0.17873062,107.15668,0.12788832,21.237837,-9.3157015,10.966664,-5.5190883,10.836472,0.996592593,0.887444444,10.95213319,0.1392,0.1398,1260.3787,1262.8819
461,R-002_Plot-024,09/03/2022,15m,BOLOGNA,R2,209,77.67,70,0.2874192,42.388645,0.10843587,32.084854,-2.1535304,11.280873,2.5027666,12.099327,0.223208437,0.078131785,64.99604326,-0.023,0.0397,448.7061,946.6684
476,R-002_Plot-024,09/03/2022,30m,BOLOGNA,R2,209,77.67,70,0.30771232,44.69156,0.11986196,34.558163,-2.6287746,12.679068,2.5682673,13.883581,0.212148091,0.044284909,79.12547363,-0.0218,0.027,578.2889,994.0587
480,R-002_Plot-024,09/03/2022,50m,BOLOGNA,R2,209,77.67,70,0.30525395,45.605434,0.12013632,34.308456,-2.710869,12.646657,2.4406414,13.82835,0.190444444,0.016592593,91.2874368,-0.0215,0.0158,593.0693,890.6943
485,R-002_Plot-025,09/03/2022,15m,BOLOGNA,R2,210,34.33,35,0.29352054,36.96928,0.105084896,32.587757,-1.4302982,11.0696745,3.344452,11.849582,0.163268273,0.05577083,65.84098721,-0.0323,0.0406,343.61,891.7289
495,R-002_Plot-025,09/03/2022,30m,BOLOGNA,R2,210,34.33,35,0.31937727,39.72701,0.10569447,35.551064,-1.8961543,11.935527,3.2394161,13.179956,0.137095657,0.022830797,83.34681224,-0.0289,0.0212,433.4884,875.4395
496,R-002_Plot-025,09/03/2022,50m,BOLOGNA,R2,210,34.33,35,0.3162843,40.102394,0.10952675,35.26266,-1.9708483,12.117777,3.2084303,13.331271,0.093222222,0.005518519,94.08025427,-0.0299,0.0118,452.6285,803.9814
509,R-002_Plot-026,09/03/2022,30m,HONDIA,R2,211,375.67,560,0.2268027,100.51881,0.11199415,26.67033,-8.796376,11.637174,-5.1717362,12.531947,0.886455821,0.689247997,22.24677409,0.1181,0.1342,1226.8318,1315.8052
512,R-002_Plot-026,09/03/2022,15m,HONDIA,R2,211,375.67,560,0.20481159,99.773125,0.10859215,23.845018,-7.8073726,10.533759,-4.300114,10.86903,0.823504302,0.658690468,20.01371859,0.1224,0.1532,1058.7033,1194.1338
514,R-002_Plot-026,09/03/2022,50m,HONDIA,R2,211,375.67,560,0.22113116,101.366684,0.11666429,26.104742,-9.053196,11.763564,-5.3787174,12.561974,0.962703704,0.759444444,21.11337668,0.1115,0.1165,1266.9159,1291.4296
521,R-002_Plot-027,09/03/2022,15m,MARCOPOLO,R2,212,205.33,280,0.20181549,101.145294,0.11221248,23.593401,-8.154666,10.707634,-4.59601,11.010225,0.866991602,0.71201784,17.8748862,0.1235,0.1461,1107.3055,1215.4923
522,R-002_Plot-027,09/03/2022,30m,MARCOPOLO,R2,212,205.33,280,0.2108041,100.29461,0.1256277,24.963474,-9.0633135,11.843313,-5.291093,12.38359,0.924550267,0.750856963,18.78678859,0.118,0.1279,1273.5115,1334.6077
540,R-002_Plot-027,09/03/2022,50m,MARCOPOLO,R2,212,205.33,280,0.21055345,99.35363,0.12707353,24.916107,-8.949832,11.856001,-5.162096,12.367177,0.958259259,0.761851852,20.49627024,0.1066,0.112,1263.2644,1290.326
547,R-002_Plot-028,09/03/2022,30m,BOLOGNA,R2,213,230.33,280,0.22740245,90.79435,0.12403917,26.574186,-7.721098,11.877184,-3.8926742,12.559582,0.81044248,0.585728673,27.72729864,0.0868,0.1115,1131.5266,1290.5608
554,R-002_Plot-028,09/03/2022,15m,BOLOGNA,R2,213,230.33,280,0.23040529,86.74008,0.12233597,26.757359,-7.041587,11.702473,-3.196238,12.34376,0.74722351,0.535141272,28.38270419,0.0778,0.1134,1048.7622,1257.8271
555,R-002_Plot-028,09/03/2022,50m,BOLOGNA,R2,213,230.33,280,0.22625618,90.38271,0.12609327,26.451189,-7.686121,11.924183,-3.8332756,12.569312,0.881074074,0.602777778,31.58602716,0.0783,0.0921,1135.7007,1221.2131
562,R-002_Plot-029,09/03/2022,15m,HONDIA,R2,214,110.67,140,0.271871,64.52235,0.101982236,30.742966,-4.418974,11.091944,-0.38893375,12.088164,0.512574242,0.289536921,43.51317395,0.0196,0.068,690.3033,991.491
565,R-002_Plot-029,09/03/2022,30m,HONDIA,R2,214,110.67,140,0.26697448,63.871735,0.118465245,30.384123,-4.6232333,11.918348,-0.3214564,12.828086,0.537766444,0.228732988,57.46610999,0.016,0.0521,778.2773,1027.0024
571,R-002_Plot-029,09/03/2022,50m,HONDIA,R2,214,110.67,140,0.2660168,63.98582,0.11952418,30.287983,-4.64315,11.946426,-0.335964,12.840536,0.61337037,0.186444444,69.60328483,0.0122,0.0355,784.0239,942.8522
589,R-002_Plot-030,09/03/2022,30m,MARCOPOLO,R2,215,62.33,70,0.3024322,36.818573,0.101585925,33.55053,-1.4594613,11.103453,3.3638983,12.019949,0.144163872,0.032790975,77.25437416,-0.0326,0.0256,339.3114,819.8046
593,R-002_Plot-030,09/03/2022,15m,MARCOPOLO,R2,215,62.33,70,0.2940558,47.820965,0.107269526,32.974766,-2.9809484,11.613969,1.6330756,12.685469,0.307082717,0.111436783,63.71115119,-0.0119,0.0401,546.7463,917.3968
597,R-002_Plot-030,09/03/2022,50m,MARCOPOLO,R2,215,62.33,70,0.30149373,37.508537,0.104470015,33.49226,-1.5479541,11.269078,3.3186352,12.187406,0.121037037,0.012444444,89.71848225,-0.0328,0.0144,361.5974,752.0517
602,R-003_Plot-031,09/03/2022,15m,MARCOPOLO,R3,301,340.67,560,0.20494874,116.02722,0.10577017,24.610323,-10.869878,11.447161,-7.2997675,12.23098,0.921884775,0.830411487,9.922420899,0.1844,0.2008,1441.5314,1523.6623
617,R-003_Plot-031,09/03/2022,30m,MARCOPOLO,R3,301,340.67,560,0.18388425,121.784904,0.11413127,22.230268,-11.292323,10.953885,-7.599551,11.33281,0.979164934,0.917066275,6.342001963,0.2061,0.2088,1453.335,1477.5199
618,R-003_Plot-031,09/03/2022,50m,MARCOPOLO,R3,301,340.67,560,0.18540011,120.74421,0.10823494,22.3494,-11.107384,10.917874,-7.4413486,11.307665,0.998407407,0.956592593,4.188151501,0.1818,0.1821,1429.2006,1430.5707
622,R-003_Plot-032,09/03/2022,15m,BOLOGNA,R3,302,63.67,70,0.3073493,53.779324,0.09929997,34.51464,-3.6828196,11.676974,0.81331265,13.086107,0.391694818,0.161119207,58.86613774,-7.00E-04,0.0456,617.4568,1006.944
626,R-003_Plot-032,09/03/2022,30m,BOLOGNA,R3,302,63.67,70,0.30881885,44.34149,0.11627185,34.6264,-2.566864,12.460911,2.5602655,13.6737585,0.245724423,0.063530781,74.14551607,-0.0206,0.0312,556.1191,1008.6635
637,R-003_Plot-032,09/03/2022,50m,BOLOGNA,R3,302,63.67,70,0.307874,45.015114,0.12041086,34.589203,-2.6803007,12.732586,2.52542,13.948396,0.219111111,0.018555556,91.53144016,-0.022,0.0173,587.752,930.2468
641,R-003_Plot-033,09/03/2022,30m,HONDIA,R3,303,38.33,35,0.31907043,40.894646,0.10505468,35.551064,-2.1059453,11.935527,2.968036,13.215988,0.196173,0.06079589,69.00904295,-0.0249,0.0309,453.6613,900.4491
642,R-003_Plot-033,09/03/2022,15m,HONDIA,R3,303,38.33,35,0.31271783,47.149456,0.090646505,34.86073,-2.9498448,11.0904665,1.5059909,12.43308,0.301172786,0.120099284,60.12279684,-0.0101,0.0401,481.5107,872.0854
651,R-003_Plot-033,09/03/2022,50m,HONDIA,R3,303,38.33,35,0.31797937,41.982273,0.10857177,35.50322,-2.2678242,12.184348,2.8623507,13.481171,0.181074074,0.022962963,87.31847003,-0.0253,0.0165,489.0207,816.4103
674,R-003_Plot-034,09/03/2022,30m,HONDIA,R3,304,126.33,140,0.27260557,74.815994,0.11511469,31.274672,-5.928042,12.262327,-1.7605641,13.507428,0.709833597,0.365154161,48.55777992,0.036,0.0587,939.9892,1104.2639
677,R-003_Plot-034,09/03/2022,15m,HONDIA,R3,304,126.33,140,0.27285656,80.67119,0.1003651,31.224886,-6.201951,11.53747,-2.3635721,12.867794,0.697929316,0.430405599,38.33106172,0.0512,0.0825,911.8809,1115.2977
678,R-003_Plot-034,09/03/2022,50m,HONDIA,R3,304,126.33,140,0.2682942,75.940544,0.11694008,30.83725,-6.0776205,12.297835,-1.9254776,13.488254,0.798814815,0.361740741,54.71531899,0.0341,0.0475,959.0269,1050.5812
682,R-003_Plot-035,09/03/2022,30m,MARCOPOLO,R3,305,55,70,0.31214467,48.51155,0.10807556,35.032017,-3.172896,12.227164,1.7016541,13.610342,0.305199065,0.071097929,76.70440785,-0.0128,0.0252,596.6231,916.3165
688,R-003_Plot-035,09/03/2022,15m,MARCOPOLO,R3,305,55,70,0.30861267,57.299187,0.09857905,34.725327,-4.064954,11.783559,0.37809438,13.2842455,0.443548387,0.172694354,61.06527285,0.0038,0.0408,663.3706,953.5375
693,R-003_Plot-035,09/03/2022,50m,MARCOPOLO,R3,305,55,70,0.3103261,49.17178,0.11124712,34.88527,-3.2733164,12.387594,1.635395,13.761684,0.319814815,0.020851852,93.48002316,-0.0135,0.0135,622.0337,841.9693
702,R-003_Plot-036,09/03/2022,15m,BOLOGNA,R3,306,231,280,0.23731291,96.82523,0.119743645,27.948484,-8.839483,12.329247,-5.055217,13.401436,0.846240607,0.651043622,23.06636952,0.1106,0.1341,1277.772,1420.6389
703,R-003_Plot-036,09/03/2022,30m,BOLOGNA,R3,306,231,280,0.23143877,89.03899,0.13319284,27.161728,-7.8986588,12.505637,-3.9022245,13.248792,0.854191498,0.594386082,30.41535965,0.0827,0.0994,1196.8045,1308.1921
711,R-003_Plot-036,09/03/2022,50m,BOLOGNA,R3,306,231,280,0.22809844,90.86614,0.13317686,26.826729,-8.112876,12.441859,-4.1517243,13.155355,0.929259259,0.672185185,27.66440813,0.0792,0.0868,1220.2389,1265.7969
734,R-003_Plot-037,09/03/2022,15m,HONDIA,R3,307,224.67,280,0.26393455,86.48174,0.10523051,30.450449,-7.0662847,11.822496,-3.2725756,13.140501,0.740877511,0.504699241,31.8781804,0.0686,0.0999,1028.4893,1221.2791
736,R-003_Plot-037,09/03/2022,50m,HONDIA,R3,307,224.67,280,0.25725886,79.64809,0.12053347,29.710167,-6.5363274,12.265579,-2.4731593,13.329305,0.845444444,0.438592593,48.12283699,0.0441,0.0558,1013.5289,1087.0975
739,R-003_Plot-037,09/03/2022,30m,HONDIA,R3,307,224.67,280,0.25945207,79.14083,0.11643976,29.884287,-6.380072,12.073249,-2.360862,13.162129,0.740591882,0.434394952,41.34489427,0.0499,0.0743,978.4201,1134.4016
751,R-003_Plot-038,09/03/2022,15m,MARCOPOLO,R3,308,104.67,140,0.28075412,70.503555,0.10993624,32.029854,-5.4217,12.069389,-1.21998,13.37211,0.609937221,0.328343379,46.16767623,0.0285,0.0633,855.5769,1106.3666
752,R-003_Plot-038,09/03/2022,50m,MARCOPOLO,R3,308,104.67,140,0.27569172,68.39116,0.11206955,31.416342,-5.1515183,11.950978,-0.9392306,13.116828,0.696814815,0.243407407,65.06856596,0.0188,0.0367,824.5852,947.2906
755,R-003_Plot-038,09/03/2022,30m,MARCOPOLO,R3,308,104.67,140,0.27969667,66.61939,0.10911393,31.79468,-4.9412856,11.843258,-0.72251284,13.043602,0.591762064,0.26671656,54.92841195,0.0194,0.0495,789.005,1008.5065
762,R-003_Plot-039,09/03/2022,50m,BOLOGNA,R3,309,383.33,560,0.20826852,95.16685,0.14857548,24.830568,-8.990453,12.742585,-4.923381,13.082823,0.950111111,0.756814815,20.34459907,0.1105,0.1177,1347.9981,1386.3022
765,R-003_Plot-039,09/03/2022,15m,BOLOGNA,R3,309,383.33,560,0.22509186,97.73154,0.12713605,26.644152,-9.015851,12.3437195,-5.1798935,13.16746,0.851745748,0.668300545,21.53755425,0.1198,0.144,1309.4079,1442.6493
773,R-003_Plot-039,09/03/2022,30m,BOLOGNA,R3,309,383.33,560,0.20746803,96.491875,0.14571345,24.744669,-9.123223,12.618976,-5.099188,12.980867,0.917112472,0.701287062,23.53314528,0.1259,0.1375,1350.6889,1421.4818
783,R-003_Plot-040,09/03/2022,15m,BOLOGNA,R3,310,38.67,35,0.31920838,55.640995,0.109041035,36.01882,-4.1483893,12.742003,0.690008,14.422864,0.415643653,0.124977001,69.93169514,-9.00E-04,0.0337,733.5757,1044.9109
797,R-003_Plot-040,09/03/2022,50m,BOLOGNA,R3,310,38.67,35,0.33475938,40.177258,0.11148435,37.323692,-2.0154228,12.774584,3.5143363,14.272616,0.102037037,0.009703704,90.49001815,-0.03,0.0179,489.293,965.9583
799,R-003_Plot-040,09/03/2022,30m,BOLOGNA,R3,310,38.67,35,0.33763123,39.092327,0.10900903,37.579338,-1.8747568,12.660848,3.6612885,14.170126,0.128780109,0.022664486,82.40063137,-0.0309,0.025,458.5304,1017.254
809,R-003_Plot-041,09/03/2022,30m,HONDIA,R3,311,415,560,0.2091953,108.00241,0.11623675,24.94454,-9.98474,11.693149,-6.321427,12.386199,0.941246039,0.808520664,14.10102874,0.1532,0.1622,1364.2051,1420.5245
810,R-003_Plot-041,09/03/2022,50m,HONDIA,R3,311,415,560,0.20811267,106.572914,0.117957234,24.773342,-9.752898,11.6571455,-6.0723147,12.284855,0.98537037,0.848,13.94098854,0.1324,0.1346,1337.6246,1348.9164
819,R-003_Plot-041,09/03/2022,15m,HONDIA,R3,311,415,560,0.21330023,112.055145,0.10909665,25.514326,-10.536129,11.683676,-6.9611993,12.582475,0.928596925,0.806343056,13.16543983,0.1692,0.1829,1420.5654,1491.7262
821,R-003_Plot-042,09/03/2022,30m,MARCOPOLO,R3,312,203,280,0.22034144,97.610794,0.122002125,25.942904,-8.612592,11.816222,-4.8697557,12.507997,0.910487753,0.727758221,20.06941132,0.1074,0.1186,1227.1564,1300.1894
823,R-003_Plot-042,09/03/2022,15m,MARCOPOLO,R3,312,203,280,0.23497303,100.90865,0.120474994,27.88262,-9.653919,12.561271,-5.889582,13.7136345,0.926795611,0.749179381,19.16455234,0.1178,0.1278,1377.7519,1441.2761
837,R-003_Plot-042,09/03/2022,50m,MARCOPOLO,R3,312,203,280,0.2226687,95.87411,0.12193209,26.158413,-8.348769,11.812147,-4.5924044,12.511001,0.949925926,0.725111111,23.66656269,0.0914,0.0972,1198.8131,1232.5185
851,R-003_Plot-043,09/03/2022,15m,BOLOGNA,R3,313,119.67,140,0.28243455,80.73401,0.11255461,32.560837,-6.869237,12.677239,-2.7522888,14.266122,0.787478013,0.438460916,44.32086881,0.0497,0.0676,1059.7336,1199.3227
855,R-003_Plot-043,09/03/2022,30m,BOLOGNA,R3,313,119.67,140,0.28883377,61.822044,0.10940033,32.728592,-4.475879,12.012045,-0.07447624,13.274903,0.516626475,0.206013065,60.12340159,0.0112,0.0456,749.4109,1036.2994
860,R-003_Plot-043,09/03/2022,50m,BOLOGNA,R3,313,119.67,140,0.2911727,59.114788,0.110525906,32.9549,-4.2546263,12.074088,0.22798684,13.332605,0.546259259,0.118259259,78.35107465,0.0035,0.0267,726.6874,916.8801
869,R-003_Plot-044,09/03/2022,30m,MARCOPOLO,R3,314,30.67,35,0.3385322,36.864937,0.09505439,37.46849,-1.6395365,11.683534,3.5410132,13.134795,0.100183866,0.014348939,85.67739555,-0.0316,0.0184,356.3421,847.6007
874,R-003_Plot-044,09/03/2022,50m,MARCOPOLO,R3,314,30.67,35,0.3329198,38.836716,0.101864815,36.98651,-1.8926872,12.06359,3.3557127,13.498755,0.091703704,0.004444444,95.15347334,-0.0301,0.0115,417.2191,816.3489
878,R-003_Plot-044,09/03/2022,15m,MARCOPOLO,R3,314,30.67,35,0.3332864,48.36296,0.09909004,37.26779,-3.2539163,12.239118,1.6636522,13.947219,0.279229501,0.069000096,75.28910971,-0.0119,0.0277,581.5785,934.5496
883,R-003_Plot-045,09/03/2022,30m,HONDIA,R3,315,70,70,0.33313048,43.522343,0.09321475,37.05429,-2.6318755,11.678831,2.2265291,13.249753,0.209117536,0.045319733,78.32810498,-0.0189,0.0223,466.8856,846.515
887,R-003_Plot-045,09/03/2022,15m,HONDIA,R3,315,70,70,0.3207054,54.818764,0.105722606,36.118385,-4.001438,12.530708,0.79336715,14.205142,0.392451039,0.122349547,68.82425197,-9.00E-04,0.0368,702.0587,1013.2231
893,R-003_Plot-045,09/03/2022,50m,HONDIA,R3,315,70,70,0.3316187,44.997402,0.09725696,36.9752,-2.8147442,11.966498,2.1101182,13.559808,0.218074074,0.023592593,89.18138587,-0.0181,0.0141,511.0374,798.2227
911,R-004_Plot-046,09/03/2022,30m,HONDIA,R4,401,37.67,35,0.32371625,37.962925,0.09233457,35.854,-1.7961519,11.160292,3.0473557,12.434055,0.154438192,0.034454084,77.69069698,-0.0281,0.0238,351.6342,829.3909
915,R-004_Plot-046,09/03/2022,15m,HONDIA,R4,401,37.67,35,0.30879188,46.40756,0.10718745,34.589203,-2.8723562,11.991991,1.9745424,13.266826,0.272256077,0.09098386,66.5815137,-0.0144,0.0412,549.3759,968.4454
918,R-004_Plot-046,09/03/2022,50m,HONDIA,R4,401,37.67,35,0.32053235,39.110275,0.09631586,35.57495,-1.9205526,11.376617,2.9696717,12.635212,0.147481481,0.010407407,92.9432446,-0.0278,0.0113,384.9583,747.5239
929,R-004_Plot-047,09/03/2022,15m,MARCOPOLO,R4,402,358.33,560,0.17373872,112.331184,0.12341595,20.762308,-9.869393,10.845054,-6.0499115,10.696878,0.939298095,0.836930442,10.89831362,0.2075,0.2214,1316.6419,1369.1095
933,R-004_Plot-047,09/03/2022,50m,MARCOPOLO,R4,402,358.33,560,0.16760218,113.78774,0.12254,20.006704,-9.8501005,10.59514,-6.0134478,10.310811,0.992185185,0.91637037,7.641196013,0.1752,0.1768,1300.9633,1307.3596
937,R-004_Plot-047,09/03/2022,30m,MARCOPOLO,R4,402,358.33,560,0.16869913,114.0431,0.11919576,20.092232,-9.738842,10.498157,-5.9437575,10.244397,0.957433637,0.876126064,8.49224118,0.1923,0.1997,1280.7567,1321.8343
943,R-004_Plot-048,09/03/2022,30m,BOLOGNA,R4,403,62,70,0.2985138,47.12718,0.10952312,33.47929,-2.8904622,11.844989,1.8564129,12.96618,0.300320611,0.08687899,71.07125277,-0.014,0.0334,554.9787,958.6588
