,Image.Name,Date,Altitude,Genotype,Rows,Plots,count_mean,Sowing_density,Intensity,Hue,Saturation,Lightness,a.,b.,u.,v.,GA,GGA,CSI,NGRDI,NGRDIveg,TGI,TGIveg
35,R-001_Plot-001,2023-04-03,15m,HONDIA,R1,101,66,70,0.42655608,72.08573,0.07801324,47.565964,-6.4339485,13.807811,-1.7527798,17.407608,0.653593873,0.45087519,31.01600112,0.0294,0.0602,949.2163,1172.1399
36,R-001_Plot-002,2023-02-24,50m,MARCOPOLO,R1,102,98,140,0.5762018,30.946115,0.1114285,61.996597,-0.15757783,18.7523,10.068877,23.224192,0.020218103,0.002606325,87.10895361,-0.0512,0.0107,453.5919,1135.1888
37,R-001_Plot-002,2023-05-04,15m,MARCOPOLO,R1,102,98,140,0.3893874,41.363667,0.09809446,43.134094,-2.5302722,13.415444,3.3205986,15.768306,0.353268389,0.142513821,59.65848491,-0.0233,0.026,527.4605,787.3115
38,R-001_Plot-002,2023-05-04,30m,MARCOPOLO,R1,102,98,140,0.42188355,34.1356,0.08919281,46.221287,-1.4753879,13.2419195,4.805922,15.743237,0.187604545,0.036345455,80.62655974,-0.0357,0.0118,349.4871,670.8593
39,R-001_Plot-002,2023-05-10,30m,MARCOPOLO,R1,102,98,140,0.40029666,38.303745,0.11543548,44.38346,-1.8526781,14.858951,4.9505997,17.300608,0.211936364,0.031568182,85.10487711,-0.0347,0.0141,553.3631,843.1529
40,R-001_Plot-002,2023-03-06,50m,MARCOPOLO,R1,102,98,140,0.5445465,33.008747,0.060056627,58.36673,-2.28088,13.369486,4.073704,17.147192,0.135496183,0.018713195,86.18913481,-0.0252,0.0079,278.627,675.0092
41,R-001_Plot-002,2023-02-24,30m,MARCOPOLO,R1,102,98,140,0.55739033,33.73624,0.08798927,60.0015,-1.6912305,16.280674,6.45636,20.536211,0.0533,0.006159091,88.44448235,-0.035,0.0109,442.2649,992.7903
42,R-001_Plot-002,2023-05-10,15m,MARCOPOLO,R1,102,98,140,0.36692902,49.96911,0.10803157,41.113304,-3.771234,13.883842,1.788448,16.215647,0.451560016,0.173329718,61.61535296,-0.0122,0.0271,730.031,969.4826
43,R-001_Plot-002,2023-01-23,50m,MARCOPOLO,R1,102,98,140,0.58331054,28.406452,0.09539729,62.378407,-0.022283355,17.210384,9.515153,21.489326,0.000163577,0,100,-0.0507,0.0014,288.2435,747.6667
44,R-001_Plot-002,2023-06-07,15m,MARCOPOLO,R1,102,98,140,0.46612582,26.380499,0.17954409,51.20826,4.226061,20.92871,17.020098,23.259562,0.001708246,6.87371833793491e-05,95.97615499,-0.1005,0.0255,301.0649,1867.267
45,R-001_Plot-002,2023-04-25,50m,MARCOPOLO,R1,102,98,140,0.33366534,46.30757,0.08622849,37.105015,-2.974992,11.33406,1.6329823,12.9668665,0.429760087,0.125430752,70.8137735,-0.0107,0.0187,476.0352,626.3125
46,R-001_Plot-002,2023-03-16,50m,MARCOPOLO,R1,102,98,140,0.5343431,33.596584,0.08166367,57.61849,-1.7778887,15.172799,5.697848,19.069298,0.106150491,0.010294438,90.30203411,-0.0323,0.0101,389.3541,836.9218
47,R-001_Plot-002,2023-03-06,30m,MARCOPOLO,R1,102,98,140,0.54116654,35.77348,0.06904489,58.231544,-2.5288682,14.26416,4.160253,18.224567,0.151018182,0.023536364,84.41488081,-0.0244,0.0114,387.5379,803.4972
48,R-001_Plot-002,2023-02-24,15m,MARCOPOLO,R1,102,98,140,0.514906,34.13065,0.11635327,56.09598,-0.96419245,17.844772,8.145469,21.73434,0.094381244,0.017459245,81.50136218,-0.047,0.0207,556.3178,1299.1276
49,R-001_Plot-002,2023-06-07,30m,MARCOPOLO,R1,102,98,140,0.4821241,25.248312,0.17724234,52.740852,4.816822,21.18521,18.178421,23.63194,0.000890909,4.54545454545455e-06,99.48979592,-0.1026,0.0166,228.9687,1684.8214
50,R-001_Plot-002,2023-05-24,30m,MARCOPOLO,R1,102,98,140,0.44463435,30.69128,0.188209,49.395126,2.3804162,21.248129,14.2357435,23.654701,0.010486364,0.000336364,96.79237104,-0.0881,0.0087,575.7772,1277.3407
51,R-001_Plot-002,2023-01-23,30m,MARCOPOLO,R1,102,98,140,0.556586,27.302483,0.083708525,59.57301,-0.25184682,15.461617,8.169844,19.277012,0.001203008,3.47021399652979e-05,97.11538462,-0.0463,0.0041,201.572,704.399
52,R-001_Plot-002,2023-05-04,50m,MARCOPOLO,R1,102,98,140,0.4522809,32.442204,0.090422034,49.324505,-1.1595373,13.972947,5.7157516,16.804186,0.101733915,0.010806979,89.37721085,-0.0382,0.0093,332.3448,717.6232
53,R-001_Plot-002,2023-04-13,30m,MARCOPOLO,R1,102,98,140,0.33253005,63.22556,0.080690205,37.2454,-4.5558767,11.374309,-0.3868753,13.294827,0.667232546,0.409427423,38.63797179,0.0146,0.0439,652.6465,860.5876
54,R-001_Plot-002,2023-01-23,15m,MARCOPOLO,R1,102,98,140,0.5546168,25.405756,0.079774976,59.25193,0.03625369,14.945069,8.323233,18.598665,0.000808629,2.03748981255094e-05,97.48031496,-0.0487,0.0041,124.205,728.4314
55,R-001_Plot-002,2023-05-10,50m,MARCOPOLO,R1,102,98,140,0.41620815,33.524864,0.12601715,45.961823,-0.5179728,15.807414,7.3279533,18.237339,0.05565976,0.004438386,92.02586207,-0.0497,0.0111,465.4245,847.3215
56,R-001_Plot-002,2023-03-06,15m,MARCOPOLO,R1,102,98,140,0.5167408,46.55651,0.070253015,56.12652,-4.0520163,14.314219,1.9295521,18.389902,0.323879425,0.131564242,59.37863543,-0.0087,0.0263,605.5302,920.8931
57,R-001_Plot-002,2023-05-30,30m,MARCOPOLO,R1,102,98,140,0.46542034,29.07096,0.17236298,51.281998,2.636859,20.597677,14.486446,23.26186,0.001022727,3.18181818181818e-05,96.88888889,-0.0857,0.007,455.9348,1318.2667
58,R-001_Plot-002,2023-05-24,15m,MARCOPOLO,R1,102,98,140,0.39204022,32.77307,0.19497466,44.01542,1.4173368,19.92378,11.762699,21.629065,0.034801248,0.001500475,95.68844535,-0.0863,0.0111,638.7738,1339.3611
59,R-001_Plot-002,2023-03-16,15m,MARCOPOLO,R1,102,98,140,0.49199545,45.09298,0.08427614,53.79322,-3.7127848,15.013993,2.7060838,18.893538,0.33240029,0.133147743,59.94355388,-0.0095,0.0358,659.1909,1097.4912
60,R-001_Plot-002,2023-04-25,30m,MARCOPOLO,R1,102,98,140,0.34635577,47.3713,0.08831948,38.54631,-3.1946182,11.832944,1.5978638,13.690435,0.454772727,0.149431818,67.14142929,-0.0093,0.0228,523.1345,696.4808
61,R-001_Plot-002,2023-04-03,30m,MARCOPOLO,R1,102,98,140,0.33055386,73.15546,0.08526045,37.312523,-5.6522036,11.932794,-1.554504,14.055061,0.723367589,0.44429249,38.57998383,0.0287,0.0513,819.355,968.0434
62,R-001_Plot-002,2023-05-24,50m,MARCOPOLO,R1,102,98,140,0.43464756,32.523724,0.18670052,48.468693,1.4742042,20.942263,12.680098,23.380688,0.003031625,0.000109051,96.4028777,-0.078,0.0072,664.0763,1155.5935
63,R-001_Plot-002,2023-03-16,30m,MARCOPOLO,R1,102,98,140,0.5266433,35.74805,0.079417825,56.90554,-2.2435937,14.903125,4.8601565,18.786913,0.17816996,0.039158103,78.02205116,-0.0256,0.0194,433.1039,934.4779
64,R-001_Plot-002,2023-06-07,50m,MARCOPOLO,R1,102,98,140,0.5003436,25.795828,0.1666829,54.56056,4.149544,20.993225,17.23202,23.842537,0,0,0,-0.0935,-0.0935,260.7182,260.7182
65,R-001_Plot-002,2023-05-30,15m,MARCOPOLO,R1,102,98,140,0.43630674,28.31962,0.17581123,48.223255,2.906376,19.775242,14.24829,21.909594,0.003808549,0.00014002,96.32352941,-0.0962,0.0107,392.3335,1091.4655
66,R-001_Plot-002,2023-04-03,50m,MARCOPOLO,R1,102,98,140,0.33160186,53.66874,0.08183414,36.980858,-3.7175527,11.195932,0.6112757,12.938264,0.583664122,0.257895311,55.81443145,-2.00E-04,0.0284,547.6211,761.0462
67,R-001_Plot-002,2023-04-03,15m,MARCOPOLO,R1,102,98,140,0.30865422,88.75614,0.08500332,35.28682,-7.289052,11.894516,-3.6108658,14.009308,0.829567427,0.629376745,24.13193619,0.0689,0.0864,1013.4692,1091.4952
68,R-001_Plot-002,2023-04-25,15m,MARCOPOLO,R1,102,98,140,0.34567037,60.394894,0.07852173,38.610275,-4.419855,11.488214,-0.14958787,13.555877,0.596556013,0.382524971,35.8777779,0.013,0.0484,627.383,812.8073
69,R-001_Plot-002,2023-05-30,50m,MARCOPOLO,R1,102,98,140,0.4921898,26.027006,0.18441653,53.907124,4.8511143,22.209612,18.82025,24.83446,0,0,0,-0.1028,-0.1028,300.7198,300.7198
70,R-001_Plot-002,2023-04-13,15m,MARCOPOLO,R1,102,98,140,0.3388822,66.31398,0.07871091,37.97465,-4.8457794,11.466034,-0.7152053,13.528389,0.649722951,0.415138219,36.10534792,0.0247,0.0572,685.9295,835.1338
71,R-001_Plot-003,2023-03-16,30m,BOLOGNA,R1,103,442,560,0.40350065,56.051575,0.109711885,45.275997,-4.997228,15.337728,0.859567,18.491516,0.505743083,0.169146245,66.55490688,0.0039,0.0351,941.0758,1225.6754
72,R-001_Plot-003,2023-05-10,30m,BOLOGNA,R1,103,442,560,0.3710414,46.537823,0.16606522,42.211628,-3.3155973,18.06826,4.209723,20.440432,0.236663636,0.021695455,90.83278915,-0.0276,0.0187,1026.9547,1285.9569
73,R-001_Plot-003,2023-03-16,50m,BOLOGNA,R1,103,442,560,0.39890063,54.545246,0.114016175,44.807247,-4.7884655,15.487572,1.1995713,18.545155,0.470621592,0.07302072,84.48419687,-0.0053,0.0194,936.094,1122.2821
74,R-001_Plot-003,2023-02-24,50m,BOLOGNA,R1,103,442,560,0.5087866,47.325092,0.121662796,56.214924,-4.3115697,19.042809,3.7984834,23.704414,0.240414395,0.025321701,89.46747709,-0.0192,0.0149,1057.1086,1457.9605
75,R-001_Plot-003,2023-05-24,15m,BOLOGNA,R1,103,442,560,0.42996645,33.635963,0.28853852,49.205215,3.8584063,28.650795,19.56002,30.102144,0.011295618,0.000312034,97.23756906,-0.1175,0.0143,1110.2903,2005.212
76,R-001_Plot-003,2023-02-24,15m,BOLOGNA,R1,103,442,560,0.45143676,49.59508,0.14393139,50.708908,-4.547011,19.386593,3.4164283,23.358482,0.363783906,0.170978652,52.99994052,-0.0118,0.0521,1184.6838,1844.1083
77,R-001_Plot-003,2023-05-24,30m,BOLOGNA,R1,103,442,560,0.47972783,34.08893,0.28258848,54.52227,3.765077,30.822903,20.96994,33.29884,0.006759091,9.09090909090909e-06,99.86550101,-0.1065,0.0107,1254.8316,1917.8379
78,R-001_Plot-003,2023-05-04,30m,BOLOGNA,R1,103,442,560,0.3897891,43.129246,0.14016002,43.763084,-2.672025,16.648602,4.575048,19.184011,0.226386364,0.030668182,86.45316735,-0.036,0.0176,809.4159,1110.4603
79,R-001_Plot-003,2023-05-30,15m,BOLOGNA,R1,103,442,560,0.38376355,26.453299,0.2357232,42.983868,5.7696714,21.774626,18.77697,22.26521,0.000236761,1.90936620498192e-05,91.93548387,-0.1356,0.011,330.7551,874.0422
80,R-001_Plot-003,2023-04-03,50m,BOLOGNA,R1,103,442,560,0.22903155,86.01115,0.11760211,26.486404,-6.7276473,11.32006,-2.9674075,11.91157,0.891973828,0.653947655,26.68533144,0.0575,0.0678,988.8027,1075.3598
81,R-001_Plot-003,2023-03-06,50m,BOLOGNA,R1,103,442,560,0.41745996,71.18933,0.08654851,46.75802,-6.552182,14.314799,-1.6915319,17.882086,0.72653217,0.315125409,56.62609009,0.0182,0.0307,1013.9449,1163.6721
82,R-001_Plot-003,2023-01-23,15m,BOLOGNA,R1,103,442,560,0.47149956,29.010933,0.12482256,51.45692,0.85479206,16.985107,10.169794,19.90317,0.002661471,1.65546047269764e-05,99.37799043,-0.064,0.0096,331.867,1247.5568
83,R-001_Plot-003,2023-05-10,50m,BOLOGNA,R1,103,442,560,0.37444818,43.279312,0.17140841,42.49143,-2.4849808,18.37083,5.4934163,20.625078,0.114263904,0.005812432,94.91315136,-0.0365,0.016,956.312,1225.5416
84,R-001_Plot-003,2023-05-30,30m,BOLOGNA,R1,103,442,560,0.45962498,25.887644,0.2201348,50.854877,6.366173,23.813572,21.560848,25.563229,0,0,0,-0.123,-0.123,323.8261,323.8261
85,R-001_Plot-003,2023-01-23,50m,BOLOGNA,R1,103,442,560,0.49953112,31.958313,0.13383967,54.60518,0.21950702,18.777655,10.267652,22.325752,0.000109051,0,100,-0.0598,0.0041,520.6091,960.5
86,R-001_Plot-003,2023-06-07,15m,BOLOGNA,R1,103,442,560,0.4660242,26.75875,0.2084226,51.495285,5.3688273,23.255085,19.851074,25.353693,0.000815936,2.41853052631043e-05,97.03588144,-0.1149,0.027,378.7662,2105.8482
87,R-001_Plot-003,2023-04-25,50m,BOLOGNA,R1,103,442,560,0.29251164,52.504215,0.1560911,33.50522,-3.896621,14.694532,1.7136065,15.803442,0.446412214,0.043882225,90.1700215,-0.0078,0.0229,896.5943,1029.3099
88,R-001_Plot-003,2023-04-03,30m,BOLOGNA,R1,103,442,560,0.24233754,87.840004,0.12920195,28.36381,-7.789446,12.623556,-3.776385,13.583092,0.943379447,0.703885375,25.38682309,0.0738,0.0791,1188.8932,1210.4321
89,R-001_Plot-003,2023-03-06,30m,BOLOGNA,R1,103,442,560,0.4223698,69.25342,0.096226215,47.432076,-6.6764226,15.237543,-1.4503287,18.971415,0.696745455,0.295495455,57.58918087,0.0189,0.0346,1101.6201,1270.5351
90,R-001_Plot-003,2023-05-24,50m,BOLOGNA,R1,103,442,560,0.47005942,33.28662,0.27543414,53.314022,4.005966,29.637577,20.711655,31.916302,0.000283533,0,100,-0.1077,0.011,1127.7964,1337.6923
91,R-001_Plot-003,2023-06-07,30m,BOLOGNA,R1,103,442,560,0.49168372,26.578417,0.19994503,54.05303,5.3170133,23.542164,20.169725,26.084679,2.27272727272727e-05,0,100,-0.1096,0,369.1352,2136
92,R-001_Plot-003,2023-04-13,15m,BOLOGNA,R1,103,442,560,0.30389133,62.132133,0.14122075,34.915913,-5.301479,14.594349,-0.06441109,16.209747,0.623140755,0.334654615,46.2955019,0.0304,0.0717,1023.6104,1126.9483
93,R-001_Plot-003,2023-01-23,30m,BOLOGNA,R1,103,442,560,0.49052098,30.415323,0.11150247,53.36026,-0.04268513,16.50855,8.728464,19.788244,0.002810873,0.00010989,96.09053498,-0.0536,0.0068,365.3328,880.2829
94,R-001_Plot-003,2023-05-04,50m,BOLOGNA,R1,103,442,560,0.4342794,40.578148,0.13821578,48.365376,-2.1980085,17.764929,5.949362,20.901701,0.100174482,0.010338059,89.67994775,-0.0405,0.0149,801.2035,1145.1099
95,R-001_Plot-003,2023-02-24,30m,BOLOGNA,R1,103,442,560,0.4980351,53.96139,0.10086042,54.9948,-5.333851,17.107695,1.3934654,21.649195,0.377004545,0.176004545,53.31500705,-0.0026,0.0375,1020.4724,1550.138
96,R-001_Plot-003,2023-03-06,15m,BOLOGNA,R1,103,442,560,0.40627918,74.22229,0.11212647,46.213085,-7.867543,16.39805,-2.5812693,20.241774,0.727192302,0.421476042,42.04063485,0.0359,0.0569,1350.2726,1565.3354
97,R-001_Plot-003,2023-05-30,50m,BOLOGNA,R1,103,442,560,0.45680287,25.100529,0.23122883,50.58379,7.3880105,24.479116,23.402962,25.922823,0,0,0,-0.1315,-0.1315,270.1838,270.1838
98,R-001_Plot-003,2023-04-03,15m,BOLOGNA,R1,103,442,560,0.2325306,97.54045,0.124349535,27.5,-9.07669,12.5,-5.2421117,13.49323,0.962067258,0.832366558,13.48145874,0.1358,0.1416,1318.3874,1338.6315
99,R-001_Plot-003,2023-04-25,15m,BOLOGNA,R1,103,442,560,0.28714365,64.61553,0.1416524,33.067272,-5.425406,14.086452,-0.44628024,15.424564,0.655116274,0.302952771,53.75587767,0.016,0.0458,1014.4487,1189.3612
100,R-001_Plot-003,2023-05-04,15m,BOLOGNA,R1,103,442,560,0.38721657,42.090115,0.15371263,43.602608,-2.3133843,17.487556,5.423208,19.923819,0.323965983,0.107871553,66.70281484,-0.0311,0.0346,846.8639,1171.7117
101,R-001_Plot-003,2023-04-25,30m,BOLOGNA,R1,103,442,560,0.28839794,55.56476,0.1611231,33.192257,-4.4187007,14.979515,1.1516231,16.090202,0.501195455,0.111545455,77.74412087,-0.0047,0.0283,977.7528,1096.3723
102,R-001_Plot-003,2023-03-16,15m,BOLOGNA,R1,103,442,560,0.38439417,66.158745,0.115260124,43.611546,-6.357701,15.609283,-0.8978002,18.78584,0.62079478,0.337970547,45.55841024,0.0279,0.061,1136.2448,1356.2978
103,R-001_Plot-003,2023-06-07,50m,BOLOGNA,R1,103,442,560,0.50454086,25.87055,0.18767345,55.18645,5.231578,22.906448,19.853426,25.655005,0.00040349,3.27153762268266e-05,91.89189189,-0.1048,0.0131,301.7436,1415.5405
104,R-001_Plot-003,2023-05-10,15m,BOLOGNA,R1,103,442,560,0.338303,54.76231,0.17312151,39.02769,-4.9154487,17.751434,1.779865,19.847282,0.477108609,0.130923968,72.5588754,-0.0134,0.0328,1211.4296,1541.4546
105,R-001_Plot-003,2023-04-13,30m,BOLOGNA,R1,103,442,560,0.2557503,75.8438,0.1265403,29.504055,-6.139781,12.410155,-1.9513453,13.358411,0.794776494,0.528317428,33.52628918,0.038,0.066,987.514,1212.3712
106,R-001_Plot-004,2023-04-25,50m,BOLOGNA,R1,104,60,70,0.46463728,30.320417,0.09453869,50.54437,-0.58852804,14.4719305,6.8220334,17.368212,0.1,0.010414395,89.58560523,-0.0422,0.0129,290.361,774.0948
107,R-001_Plot-004,2023-06-07,30m,BOLOGNA,R1,104,60,70,0.45969632,28.616753,0.19045502,50.826447,3.5274942,21.78389,16.322962,24.18702,0.029518182,0.006727273,77.20973206,-0.0922,0.0384,467.5339,1673.2237
108,R-001_Plot-004,2023-05-24,30m,BOLOGNA,R1,104,60,70,0.47947964,32.574696,0.20577925,53.39655,2.2287648,24.225574,15.68931,27.281742,0.017686364,0.000440909,97.50706759,-0.0865,0.0125,810.9381,1607.7422
109,R-001_Plot-004,2023-04-13,30m,BOLOGNA,R1,104,60,70,0.4546045,34.149746,0.098486125,49.72024,-1.3533556,14.764069,5.83245,17.743359,0.224213963,0.073114013,67.39096346,-0.0331,0.0274,416.258,972.9383
110,R-001_Plot-004,2023-01-23,15m,BOLOGNA,R1,104,60,70,0.5547599,23.913498,0.095984936,59.30517,1.3700559,16.260149,10.994929,19.842419,2.67420537897311e-05,0,100,-0.0607,0.0024,83.4267,978.6957
111,R-001_Plot-004,2023-05-30,50m,BOLOGNA,R1,104,60,70,0.5075277,26.356081,0.18195152,55.48288,4.6833277,22.583433,18.88341,25.49006,0,0,0,-0.1029,-0.1029,330.3543,330.3543
112,R-001_Plot-004,2023-05-10,50m,BOLOGNA,R1,104,60,70,0.48809242,30.573156,0.12539923,53.261105,0.38471594,17.625038,9.887695,20.896837,0.037644493,0.000948746,97.4797219,-0.0583,0.0121,415.8702,1117.0959
113,R-001_Plot-004,2023-05-30,30m,BOLOGNA,R1,104,60,70,0.502664,25.378069,0.15835476,54.687897,3.948136,20.32909,16.6185,23.21581,0.00035,2.27272727272727e-05,93.50649351,-0.0908,0.0168,221.7523,1131.4286
